Student_ID,Age,Gender,Education_Level,Course_Name,Time_Spent_on_Videos,Quiz_Attempts,Quiz_Scores,Forum_Participation,Assignment_Completion_Rate,Engagement_Level,Final_Exam_Score,Learning_Style,Feedback_Score,Dropout_Likelihood
S01379,25,Female,High School,Machine Learning,213,4,66,2,50,Medium,66,Visual,4,Yes
S01380,39,Female,Undergraduate,Machine Learning,292,3,67,1,68,Medium,100,Kinesthetic,5,No
S01381,47,Male,Undergraduate,Machine Learning,284,1,65,6,86,Medium,100,Kinesthetic,5,No
S01382,22,Male,Undergraduate,Machine Learning,244,1,63,8,63,Low,84,Kinesthetic,5,Yes
S01383,25,Male,Undergraduate,Machine Learning,530,2,93,6,90,Low,100,Kinesthetic,5,Yes
S01384,36,Female,Undergraduate,Python Basics,223,3,59,4,81,Medium,83,Visual,4,No
S01385,38,Female,Undergraduate,Machine Learning,400,1,64,6,57,High,100,Kinesthetic,4,Yes
S01386,31,Male,Undergraduate,Machine Learning,260,2,64,4,54,Medium,92,Kinesthetic,5,Yes
S01387,26,Male,Undergraduate,Data Science,191,3,80,2,87,Low,94,Reading/Writing,5,Yes
S01388,46,Female,Undergraduate,Python Basics,310,5,59,2,63,High,100,Kinesthetic,5,No
S01389,29,Male,Postgraduate,Machine Learning,364,3,60,2,74,Medium,100,Visual,3,No
S01390,30,Female,High School,Machine Learning,392,4,45,7,88,High,100,Kinesthetic,5,Yes
S01391,36,Female,Undergraduate,Machine Learning,456,2,78,4,81,Medium,100,Auditory,5,No
S01392,42,Male,Postgraduate,Data Science,594,5,47,6,73,Low,100,Auditory,5,Yes
S01393,34,Female,Undergraduate,Data Science,325,2,72,5,59,Medium,100,Kinesthetic,5,Yes
S01394,47,Male,High School,Data Science,233,2,89,4,100,Medium,100,Auditory,3,No
S01395,24,Male,Undergraduate,Machine Learning,345,1,90,2,96,Low,100,Auditory,4,Yes
S01396,46,Male,High School,Data Science,273,3,61,6,71,Low,78,Visual,3,Yes
S01397,47,Male,High School,Machine Learning,392,2,58,5,67,Low,100,Reading/Writing,5,Yes
S01398,16,Male,Postgraduate,Python Basics,170,2,62,3,72,Medium,67,Auditory,3,No
S01399,47,Male,Undergraduate,Machine Learning,536,4,81,5,68,Medium,100,Auditory,5,No
S01400,47,Female,High School,Data Science,385,4,66,1,77,Medium,100,Reading/Writing,3,No
S01401,27,Female,Postgraduate,Python Basics,131,4,63,4,98,Low,94,Reading/Writing,5,Yes
S01402,44,Female,Postgraduate,Machine Learning,229,2,80,6,98,Medium,100,Auditory,5,No
S01403,47,Female,Undergraduate,Python Basics,381,5,70,1,97,Medium,100,Kinesthetic,5,No
S01404,27,Male,High School,Python Basics,417,3,63,5,61,Medium,100,Auditory,5,No
S01405,40,Female,Postgraduate,Python Basics,172,2,50,4,64,Low,76,Kinesthetic,5,Yes
S01406,36,Female,Undergraduate,Machine Learning,371,1,77,7,97,Low,100,Kinesthetic,5,Yes
S01407,16,Female,Undergraduate,Data Science,105,5,73,8,89,Medium,67,Kinesthetic,3,No
S01408,40,Male,Postgraduate,Machine Learning,291,5,69,3,75,Low,98,Reading/Writing,5,Yes
S01409,29,Female,Undergraduate,Data Science,411,3,38,4,89,Medium,100,Auditory,5,Yes
S01410,48,Male,High School,Machine Learning,244,5,84,8,90,Medium,100,Auditory,5,No
S01411,25,Female,Undergraduate,Machine Learning,149,3,48,1,56,Medium,62,Visual,3,Yes
S01412,17,Male,Undergraduate,Machine Learning,314,5,76,5,48,Medium,100,Reading/Writing,5,Yes
S01413,20,Male,Undergraduate,Data Science,239,3,54,9,80,Medium,100,Visual,4,No
S01414,23,Female,Undergraduate,Machine Learning,362,4,51,5,47,Medium,100,Visual,4,Yes
S01415,20,Male,High School,Python Basics,211,4,81,3,99,High,100,Kinesthetic,4,No
S01416,23,Male,Undergraduate,Machine Learning,222,5,71,3,89,High,100,Reading/Writing,5,No
S01417,45,Female,Undergraduate,Python Basics,97,5,70,4,76,Medium,75,Visual,4,No
S01418,46,Female,Undergraduate,Data Science,316,3,95,3,66,Medium,100,Auditory,5,No
S01419,26,Female,Undergraduate,Data Science,283,3,95,4,70,Medium,100,Visual,5,No
S01420,22,Male,Undergraduate,Machine Learning,181,2,60,9,35,High,65,Reading/Writing,4,Yes
S01421,22,Male,Undergraduate,Machine Learning,319,4,48,7,100,Low,100,Auditory,4,Yes
S01422,42,Male,High School,Machine Learning,402,2,85,5,86,High,100,Auditory,5,No
S01423,34,Female,Undergraduate,Python Basics,278,2,43,5,76,Medium,100,Auditory,4,Yes
S01424,21,Male,Postgraduate,Data Science,326,1,69,2,100,Medium,100,Kinesthetic,4,No
S01425,25,Male,Undergraduate,Python Basics,327,3,61,7,66,Low,86,Auditory,5,Yes
S01426,34,Male,Undergraduate,Python Basics,179,1,63,3,78,Medium,82,Kinesthetic,4,No
S01427,30,Male,Postgraduate,Machine Learning,505,1,80,5,72,Medium,100,Kinesthetic,5,No
S01428,18,Male,High School,Machine Learning,252,2,52,2,100,Low,86,Visual,2,Yes
S01429,20,Male,High School,Python Basics,365,1,52,2,75,Medium,100,Visual,5,No
S01430,36,Male,Undergraduate,Python Basics,376,3,77,4,85,High,100,Auditory,5,No
S01431,40,Female,High School,Machine Learning,286,2,90,4,100,Medium,100,Reading/Writing,5,No
S01432,17,Female,Postgraduate,Machine Learning,360,3,100,8,100,Medium,100,Auditory,5,No
S01433,28,Female,High School,Python Basics,324,5,48,9,55,Low,100,Visual,4,Yes
S01434,25,Male,Undergraduate,Machine Learning,158,1,55,10,75,High,82,Auditory,5,No
S01435,32,Male,Undergraduate,Machine Learning,266,2,48,8,78,High,83,Visual,4,Yes
S01436,26,Female,High School,Python Basics,238,4,80,10,85,Medium,100,Auditory,5,No
S01437,37,Male,Undergraduate,Python Basics,253,3,66,2,86,Medium,100,Reading/Writing,4,No
S01438,26,Female,High School,Data Science,169,1,75,7,68,Medium,81,Auditory,5,No
S01439,27,Male,Undergraduate,Python Basics,412,3,60,6,100,Medium,100,Reading/Writing,4,No
S01440,39,Male,High School,Machine Learning,460,3,76,6,89,Medium,100,Reading/Writing,5,No
S01441,33,Female,Postgraduate,Python Basics,397,5,67,6,91,High,100,Auditory,5,No
S01442,22,Female,Postgraduate,Python Basics,427,3,68,5,100,Medium,100,Reading/Writing,5,No
S01443,43,Female,High School,Python Basics,265,5,61,4,85,Medium,84,Reading/Writing,5,No
S01444,46,Female,High School,Data Science,236,5,90,4,80,Medium,94,Visual,5,No
S01445,32,Female,Undergraduate,Data Science,222,5,51,4,74,High,90,Visual,4,No
S01446,20,Male,High School,Machine Learning,364,1,60,3,77,Low,100,Reading/Writing,4,Yes
S01447,32,Male,Postgraduate,Data Science,322,3,92,6,81,Medium,100,Kinesthetic,5,No
S01448,33,Male,Undergraduate,Python Basics,292,3,85,4,54,Medium,97,Auditory,5,Yes
S01449,36,Female,Undergraduate,Data Science,429,5,57,8,71,Medium,100,Reading/Writing,4,No
S01450,46,Female,Postgraduate,Python Basics,340,3,54,4,64,High,100,Auditory,4,No
S01451,17,Female,Undergraduate,Data Science,216,3,73,5,51,Low,87,Visual,5,Yes
S01452,42,Female,Postgraduate,Data Science,231,5,79,6,85,High,100,Auditory,5,No
S01453,24,Female,Postgraduate,Data Science,368,4,85,4,90,Low,100,Reading/Writing,5,Yes
S01454,49,Female,High School,Python Basics,404,4,46,5,66,Low,100,Reading/Writing,4,Yes
S01455,43,Male,High School,Data Science,355,5,89,1,79,High,100,Reading/Writing,5,No
S01456,29,Male,Postgraduate,Python Basics,489,1,48,2,88,Medium,100,Reading/Writing,4,Yes
S01457,47,Male,Postgraduate,Python Basics,463,3,86,4,79,Medium,100,Kinesthetic,5,No
S01458,21,Male,High School,Machine Learning,344,3,41,3,77,Medium,100,Kinesthetic,4,Yes
S01459,26,Male,Postgraduate,Data Science,216,4,51,2,76,Medium,68,Kinesthetic,5,No
S01460,44,Female,Undergraduate,Machine Learning,169,5,95,5,93,Medium,100,Reading/Writing,5,No
S01461,35,Female,High School,Machine Learning,261,1,88,7,83,High,100,Kinesthetic,5,No
S01462,45,Female,Postgraduate,Python Basics,375,5,71,5,77,High,100,Auditory,5,No
S01463,38,Female,High School,Data Science,482,4,63,2,74,Medium,100,Reading/Writing,5,No
S01464,34,Female,Postgraduate,Python Basics,341,4,67,8,69,Medium,100,Visual,5,No
S01465,18,Female,High School,Python Basics,416,3,72,4,91,Medium,100,Reading/Writing,5,No
S01466,42,Male,Undergraduate,Data Science,275,2,71,3,90,Medium,100,Auditory,5,No
S01467,34,Female,High School,Python Basics,362,1,57,3,80,Low,100,Kinesthetic,5,Yes
S01468,38,Female,Undergraduate,Data Science,382,1,32,8,92,Medium,100,Reading/Writing,4,Yes
S01469,46,Female,Undergraduate,Data Science,102,2,55,5,80,Low,60,Kinesthetic,2,Yes
S01470,48,Female,High School,Python Basics,258,4,44,3,84,Low,100,Reading/Writing,5,Yes
S01471,16,Male,Undergraduate,Python Basics,394,5,81,10,74,Low,100,Auditory,5,Yes
S01472,29,Male,Undergraduate,Machine Learning,327,1,67,4,99,Medium,100,Reading/Writing,5,No
S01473,48,Female,High School,Python Basics,180,2,62,3,83,High,64,Kinesthetic,4,No
S01474,20,Male,Postgraduate,Data Science,56,3,62,6,86,Medium,54,Kinesthetic,3,No
S01475,26,Male,Undergraduate,Machine Learning,263,3,95,2,85,Medium,100,Auditory,5,No
S01476,17,Female,Undergraduate,Data Science,292,4,85,7,84,Low,100,Reading/Writing,3,Yes
S01477,32,Female,Undergraduate,Machine Learning,211,1,65,2,85,Medium,76,Visual,5,No
S01478,35,Female,Undergraduate,Python Basics,314,5,61,7,50,Medium,100,Reading/Writing,4,Yes
S01479,29,Female,High School,Python Basics,350,1,81,5,89,Medium,100,Auditory,5,No
S01480,47,Female,Undergraduate,Python Basics,367,3,67,9,71,High,100,Visual,5,No
S01481,49,Male,Undergraduate,Data Science,64,1,52,3,76,Low,41,Auditory,3,Yes
S01482,40,Female,Undergraduate,Machine Learning,168,3,57,4,70,Medium,62,Reading/Writing,2,No
S01483,22,Female,Postgraduate,Data Science,269,2,73,5,94,Medium,100,Visual,5,No
S01484,44,Female,Undergraduate,Machine Learning,357,2,78,4,70,High,100,Auditory,5,No
S01485,37,Male,High School,Python Basics,348,3,75,7,78,High,100,Kinesthetic,5,No
S01486,28,Female,High School,Data Science,347,5,79,7,73,High,100,Visual,4,No
S01487,28,Female,High School,Python Basics,261,5,65,3,70,Medium,100,Visual,4,No
S01488,16,Female,High School,Data Science,267,1,53,5,69,High,95,Auditory,5,No
S01489,19,Male,Undergraduate,Python Basics,227,3,68,7,63,Low,83,Kinesthetic,3,Yes
S01490,28,Female,High School,Data Science,376,4,66,8,73,Low,100,Visual,4,Yes
S01491,39,Female,High School,Data Science,207,5,54,3,83,High,77,Auditory,3,No
S01492,34,Female,High School,Machine Learning,385,5,69,3,68,High,100,Visual,5,No
S01493,16,Male,High School,Python Basics,320,2,74,8,84,Low,100,Visual,5,Yes
S01494,20,Female,High School,Machine Learning,295,5,64,2,89,Low,100,Visual,5,Yes
S01495,31,Female,High School,Machine Learning,234,5,93,5,82,Low,100,Kinesthetic,5,Yes
S01496,39,Female,Undergraduate,Python Basics,164,5,51,5,62,Low,68,Reading/Writing,3,Yes
S01497,42,Male,Undergraduate,Data Science,235,3,53,3,53,Medium,65,Reading/Writing,5,Yes
S01498,16,Female,High School,Machine Learning,266,3,57,7,92,High,100,Kinesthetic,5,No
S01499,49,Female,Undergraduate,Python Basics,63,2,76,4,100,Medium,55,Kinesthetic,4,No
S01500,19,Female,Undergraduate,Data Science,280,1,65,4,100,High,100,Auditory,5,No
S01501,15,Male,High School,Machine Learning,392,5,56,4,85,High,100,Visual,5,No
S01502,26,Male,High School,Machine Learning,356,1,33,5,82,Medium,100,Kinesthetic,4,Yes
S01503,37,Female,Undergraduate,Machine Learning,250,3,48,7,76,High,100,Auditory,3,Yes
S01504,45,Male,Undergraduate,Data Science,304,5,43,2,75,Medium,100,Reading/Writing,5,Yes
S01505,25,Male,High School,Machine Learning,244,1,75,5,71,Medium,88,Reading/Writing,4,No
S01506,24,Male,High School,Data Science,314,1,46,7,66,Medium,87,Reading/Writing,5,Yes
S01507,17,Female,Postgraduate,Machine Learning,454,4,78,5,54,Medium,100,Reading/Writing,4,Yes
S01508,28,Female,High School,Python Basics,396,3,74,0,92,High,100,Auditory,5,No
S01509,30,Male,High School,Machine Learning,352,2,81,4,91,High,100,Visual,5,No
S01510,24,Male,Postgraduate,Python Basics,250,2,53,0,74,Medium,100,Auditory,5,No
S01511,43,Male,Postgraduate,Python Basics,374,4,74,3,100,High,100,Visual,4,No
S01512,24,Female,Undergraduate,Python Basics,131,1,63,9,100,Low,71,Reading/Writing,4,Yes
S01513,26,Female,Undergraduate,Data Science,274,4,69,3,59,High,100,Kinesthetic,5,Yes
S01514,44,Male,High School,Python Basics,358,4,67,5,90,Medium,100,Kinesthetic,5,No
S01515,15,Male,High School,Machine Learning,374,3,78,5,82,Low,100,Kinesthetic,4,Yes
S01516,19,Male,Undergraduate,Data Science,366,5,80,6,100,Medium,100,Visual,4,No
S01517,34,Male,High School,Python Basics,329,1,61,2,73,Medium,100,Reading/Writing,5,No
S01518,22,Female,Undergraduate,Data Science,280,2,57,6,96,Low,98,Auditory,5,Yes
S01519,26,Male,Postgraduate,Data Science,353,2,55,5,90,High,100,Kinesthetic,4,No
S01520,15,Female,Postgraduate,Data Science,204,4,68,5,99,Low,97,Visual,5,Yes
S01521,34,Male,High School,Machine Learning,215,4,71,4,71,High,91,Kinesthetic,3,No
S01522,42,Male,Undergraduate,Python Basics,306,4,66,5,75,High,97,Auditory,5,No
S01523,26,Male,Undergraduate,Data Science,317,1,42,2,87,Medium,100,Reading/Writing,5,Yes
S01524,42,Male,Postgraduate,Data Science,117,4,63,4,98,Medium,82,Auditory,3,No
S01525,29,Male,High School,Data Science,345,4,60,1,84,High,100,Reading/Writing,5,No
S01526,20,Female,High School,Python Basics,377,5,70,5,53,Medium,100,Reading/Writing,5,Yes
S01527,34,Male,High School,Data Science,292,1,100,6,100,Medium,100,Reading/Writing,5,No
S01528,28,Male,Undergraduate,Data Science,537,3,72,3,100,Medium,100,Kinesthetic,5,No
S01529,16,Male,Undergraduate,Machine Learning,231,3,84,3,75,Medium,92,Auditory,5,No
S01530,23,Female,Undergraduate,Python Basics,263,5,59,3,93,High,100,Kinesthetic,5,No
S01531,34,Female,Undergraduate,Machine Learning,260,2,64,7,88,Medium,100,Auditory,5,No
S01532,40,Female,High School,Python Basics,292,3,84,10,70,Medium,100,Visual,4,No
S01533,43,Female,Undergraduate,Python Basics,267,1,38,10,92,Medium,91,Visual,4,Yes
S01534,15,Male,High School,Python Basics,159,2,60,11,80,High,78,Auditory,5,No
S01535,49,Male,Postgraduate,Machine Learning,245,4,77,4,62,High,100,Auditory,5,No
S01536,20,Male,Postgraduate,Machine Learning,290,1,60,5,94,Medium,100,Auditory,5,No
S01537,19,Female,Postgraduate,Machine Learning,422,2,55,5,100,Low,100,Auditory,4,Yes
S01538,47,Male,Postgraduate,Machine Learning,520,3,58,2,46,Low,100,Reading/Writing,5,Yes
S01539,28,Male,High School,Data Science,433,4,72,6,86,Medium,100,Kinesthetic,5,No
S01540,26,Female,High School,Data Science,222,4,44,6,83,Medium,91,Reading/Writing,4,Yes
S01541,34,Female,Undergraduate,Data Science,230,1,63,7,63,High,87,Kinesthetic,5,No
S01542,38,Female,Postgraduate,Python Basics,284,4,78,8,98,Medium,100,Kinesthetic,5,No
S01543,48,Male,High School,Data Science,478,2,58,5,64,Medium,100,Kinesthetic,5,No
S01544,39,Male,High School,Python Basics,283,5,46,6,80,High,100,Reading/Writing,4,Yes
S01545,43,Female,Postgraduate,Machine Learning,167,3,58,5,69,Medium,76,Auditory,4,No
S01546,45,Male,High School,Python Basics,249,1,60,3,65,Medium,90,Reading/Writing,5,No
S01547,37,Female,Undergraduate,Python Basics,375,5,53,3,85,Low,100,Reading/Writing,5,Yes
S01548,34,Female,Undergraduate,Data Science,368,5,70,2,71,Medium,100,Kinesthetic,5,No
S01549,37,Male,High School,Machine Learning,279,1,64,3,100,High,100,Visual,2,No
S01550,30,Female,High School,Machine Learning,368,2,82,4,83,Medium,100,Visual,5,No
S01551,22,Female,Undergraduate,Data Science,72,3,63,12,94,Medium,71,Reading/Writing,4,No
S01552,35,Female,Undergraduate,Machine Learning,310,1,63,7,93,Medium,100,Kinesthetic,5,No
S01553,15,Male,Postgraduate,Machine Learning,386,5,61,8,98,High,100,Reading/Writing,5,No
S01554,22,Female,Undergraduate,Machine Learning,216,5,62,3,76,Medium,100,Reading/Writing,5,No
S01555,43,Female,High School,Data Science,216,1,72,6,80,Medium,100,Auditory,5,No
S01556,46,Female,Undergraduate,Machine Learning,113,5,66,6,68,High,61,Kinesthetic,2,No
S01557,19,Female,Undergraduate,Python Basics,458,1,74,6,84,Low,100,Visual,4,Yes
S01558,36,Female,High School,Python Basics,227,1,61,3,69,High,95,Visual,5,No
S01559,48,Female,Undergraduate,Machine Learning,324,3,48,5,96,Medium,100,Visual,5,Yes
S01560,15,Female,High School,Data Science,360,1,51,6,66,Medium,100,Reading/Writing,5,No
S01561,40,Male,High School,Data Science,451,5,100,4,78,Medium,100,Kinesthetic,4,No
S01562,24,Male,High School,Data Science,284,4,66,6,89,Medium,100,Auditory,5,No
S01563,44,Female,Undergraduate,Machine Learning,246,3,41,5,86,Medium,81,Visual,5,Yes
S01564,32,Male,Undergraduate,Machine Learning,317,5,52,8,63,Medium,100,Kinesthetic,5,No
S01565,31,Male,Undergraduate,Python Basics,428,5,59,7,71,Medium,100,Visual,5,No
S01566,40,Female,Undergraduate,Data Science,282,3,52,4,75,Low,93,Auditory,4,Yes
S01567,22,Male,Postgraduate,Python Basics,204,3,49,5,77,Low,63,Kinesthetic,3,Yes
S01568,26,Female,High School,Python Basics,145,5,91,3,87,High,85,Reading/Writing,5,No
S01569,41,Female,High School,Data Science,177,4,77,5,94,Medium,100,Reading/Writing,4,No
S01570,22,Female,High School,Machine Learning,386,2,61,10,78,High,100,Visual,4,No
S01571,39,Female,High School,Machine Learning,267,5,61,4,82,Low,97,Visual,5,Yes
S01572,18,Female,Undergraduate,Python Basics,239,3,63,6,69,Medium,87,Kinesthetic,5,No
S01573,47,Male,Undergraduate,Python Basics,228,1,88,5,100,Medium,100,Auditory,4,No
S01574,15,Female,Undergraduate,Python Basics,308,1,49,4,86,High,100,Visual,5,Yes
S01575,33,Male,High School,Python Basics,276,3,42,1,74,High,89,Kinesthetic,3,Yes
S01576,45,Female,Undergraduate,Data Science,272,3,76,8,100,Low,96,Auditory,5,Yes
S01577,30,Female,Undergraduate,Python Basics,434,2,79,5,88,High,100,Visual,3,No
S01578,28,Female,High School,Python Basics,453,3,87,3,86,Low,100,Visual,5,Yes
S01579,19,Male,Undergraduate,Machine Learning,138,1,56,4,80,Medium,71,Kinesthetic,2,No
S01580,40,Female,Postgraduate,Machine Learning,332,4,62,3,96,High,100,Visual,5,No
S01581,42,Female,Undergraduate,Machine Learning,222,3,96,6,100,High,98,Reading/Writing,5,No
S01582,16,Female,Undergraduate,Data Science,275,2,72,7,97,High,100,Auditory,5,No
S01583,20,Female,Undergraduate,Data Science,330,4,66,6,82,Medium,100,Auditory,5,No
S01584,23,Male,High School,Machine Learning,278,2,71,4,100,Low,100,Reading/Writing,5,Yes
S01585,47,Female,Undergraduate,Machine Learning,323,4,61,1,77,Low,100,Kinesthetic,5,Yes
S01586,39,Male,High School,Python Basics,367,3,70,5,68,Medium,100,Reading/Writing,4,No
S01587,27,Female,High School,Python Basics,329,1,66,4,93,High,100,Reading/Writing,5,No
S01588,23,Male,Undergraduate,Data Science,235,4,80,4,100,Low,100,Auditory,4,Yes
S01589,27,Male,Postgraduate,Data Science,237,5,55,9,80,Medium,86,Kinesthetic,5,No
S01590,45,Female,Undergraduate,Python Basics,156,2,69,4,100,Medium,100,Visual,4,No
S01591,25,Female,Undergraduate,Machine Learning,214,4,50,2,58,Medium,89,Reading/Writing,3,Yes
S01592,18,Male,Postgraduate,Python Basics,496,2,92,2,82,Medium,100,Reading/Writing,5,No
S01593,48,Female,Postgraduate,Data Science,220,1,55,5,67,Medium,80,Kinesthetic,5,No
S01594,18,Female,Undergraduate,Data Science,180,2,39,4,65,High,83,Reading/Writing,5,Yes
S01595,33,Female,High School,Python Basics,331,2,100,5,84,Low,100,Kinesthetic,4,Yes
S01596,20,Male,Postgraduate,Python Basics,288,5,62,4,100,High,99,Visual,5,No
S01597,48,Female,High School,Python Basics,280,2,65,6,100,Low,100,Kinesthetic,5,Yes
S01598,32,Female,Undergraduate,Data Science,440,4,42,6,100,Low,100,Visual,5,Yes
S01599,27,Female,High School,Machine Learning,354,2,63,7,87,Medium,100,Kinesthetic,4,No
S01600,37,Male,Undergraduate,Python Basics,247,3,91,11,79,High,100,Reading/Writing,4,No
S01601,33,Female,High School,Data Science,257,2,74,3,87,Medium,96,Visual,5,No
S01602,25,Male,Undergraduate,Data Science,249,3,40,7,57,Medium,96,Reading/Writing,5,Yes
S01603,15,Female,Undergraduate,Data Science,387,2,52,6,100,Medium,100,Visual,5,No
S01604,38,Male,High School,Python Basics,269,2,77,2,55,Medium,100,Kinesthetic,5,Yes
S01605,21,Female,Undergraduate,Python Basics,120,4,77,2,80,High,71,Kinesthetic,5,No
S01606,39,Female,Postgraduate,Machine Learning,295,3,58,8,80,High,100,Kinesthetic,4,No
S01607,35,Male,Postgraduate,Data Science,146,3,71,3,94,Low,88,Auditory,4,Yes
S01608,29,Male,High School,Python Basics,518,5,52,6,86,Medium,100,Auditory,3,No
S01609,15,Male,Undergraduate,Data Science,203,2,44,5,86,High,70,Visual,5,Yes
S01610,26,Female,Undergraduate,Data Science,283,2,26,7,42,Medium,85,Auditory,4,Yes
S01611,21,Female,Undergraduate,Machine Learning,325,4,81,3,80,Medium,100,Kinesthetic,5,No
S01612,29,Female,High School,Python Basics,271,5,68,5,72,Low,84,Auditory,4,Yes
S01613,35,Female,Undergraduate,Python Basics,270,5,70,0,84,Medium,100,Auditory,5,No
S01614,33,Male,Postgraduate,Data Science,342,4,21,4,75,Low,100,Reading/Writing,5,Yes
S01615,43,Female,Undergraduate,Data Science,452,3,65,3,84,High,100,Visual,5,No
S01616,39,Female,Undergraduate,Machine Learning,376,1,70,6,64,Medium,100,Visual,5,No
S01617,47,Female,Undergraduate,Machine Learning,447,4,36,8,80,Medium,100,Visual,5,Yes
S01618,46,Female,High School,Machine Learning,195,3,66,3,100,High,100,Auditory,5,No
S01619,49,Female,Undergraduate,Machine Learning,331,5,69,2,100,Low,100,Kinesthetic,5,Yes
S01620,40,Female,Undergraduate,Machine Learning,315,4,61,3,100,Medium,100,Reading/Writing,5,No
S01621,25,Female,High School,Machine Learning,335,1,81,4,55,Medium,100,Visual,5,Yes
S01622,49,Male,Postgraduate,Data Science,437,2,80,3,78,Medium,100,Auditory,5,No
S01623,22,Female,High School,Machine Learning,277,4,100,3,77,High,100,Kinesthetic,5,No
S01624,28,Female,Postgraduate,Data Science,259,1,43,4,81,High,93,Reading/Writing,4,Yes
S01625,24,Female,Undergraduate,Data Science,353,1,68,5,100,Low,100,Reading/Writing,5,Yes
S01626,16,Female,High School,Python Basics,122,4,90,5,83,High,77,Visual,5,No
S01627,23,Male,Undergraduate,Data Science,276,3,55,8,66,Medium,78,Visual,5,No
S01628,17,Male,Undergraduate,Data Science,286,4,93,6,100,High,100,Kinesthetic,3,No
S01629,35,Male,High School,Machine Learning,207,5,75,4,88,Medium,100,Auditory,5,No
S01630,40,Male,Undergraduate,Data Science,405,1,35,5,90,Medium,100,Kinesthetic,4,Yes
S01631,22,Male,Undergraduate,Machine Learning,193,1,42,8,94,Medium,80,Visual,5,Yes
S01632,16,Male,Undergraduate,Machine Learning,286,2,55,4,75,Medium,100,Kinesthetic,5,No
S01633,20,Female,High School,Machine Learning,329,1,60,2,63,Medium,100,Auditory,4,No
S01634,42,Male,Undergraduate,Python Basics,435,2,82,6,86,Medium,100,Reading/Writing,5,No
S01635,43,Male,High School,Machine Learning,298,1,60,3,75,High,100,Reading/Writing,5,No
S01636,40,Female,Undergraduate,Data Science,393,1,79,5,84,Medium,100,Reading/Writing,4,No
S01637,39,Male,High School,Machine Learning,370,4,69,4,100,High,100,Reading/Writing,3,No
S01638,26,Female,Postgraduate,Machine Learning,312,4,68,4,84,Medium,100,Visual,5,No
S01639,19,Female,Undergraduate,Machine Learning,191,5,65,7,100,Medium,100,Visual,5,No
S01640,48,Male,Undergraduate,Python Basics,156,3,80,2,87,High,75,Auditory,3,No
S01641,29,Female,Undergraduate,Data Science,310,5,71,8,77,Medium,100,Auditory,5,No
S01642,29,Male,High School,Python Basics,245,1,51,6,61,High,100,Auditory,5,No
S01643,37,Male,High School,Data Science,391,5,74,8,85,High,100,Auditory,4,No
S01644,20,Female,Postgraduate,Python Basics,374,4,61,4,67,Medium,100,Kinesthetic,4,No
S01645,35,Female,Postgraduate,Data Science,281,1,54,7,88,Medium,87,Auditory,5,No
S01646,37,Male,High School,Python Basics,184,1,79,5,81,Low,85,Reading/Writing,4,Yes
S01647,30,Female,Undergraduate,Machine Learning,351,5,67,5,79,Medium,100,Reading/Writing,4,No
S01648,29,Female,Undergraduate,Python Basics,198,2,96,9,85,Medium,90,Reading/Writing,4,No
S01649,39,Male,Undergraduate,Python Basics,224,3,77,4,86,High,100,Kinesthetic,5,No
S01650,25,Male,High School,Machine Learning,202,5,58,1,80,Medium,84,Auditory,3,No
S01651,29,Female,High School,Machine Learning,286,5,57,5,100,Medium,100,Reading/Writing,5,No
S01652,18,Male,High School,Data Science,417,3,47,5,68,Medium,100,Reading/Writing,5,Yes
S01653,35,Male,Postgraduate,Data Science,299,1,71,5,97,High,100,Reading/Writing,5,No
S01654,27,Male,Undergraduate,Data Science,255,1,49,7,98,Low,99,Reading/Writing,5,Yes
S01655,36,Male,Undergraduate,Python Basics,147,2,30,8,61,Low,55,Visual,4,Yes
S01656,33,Male,Postgraduate,Data Science,355,5,45,7,80,Medium,100,Auditory,5,Yes
S01657,48,Male,Undergraduate,Python Basics,221,3,49,9,85,High,97,Auditory,4,Yes
S01658,28,Male,Postgraduate,Python Basics,311,5,75,4,85,High,100,Kinesthetic,5,No
S01659,18,Female,Undergraduate,Data Science,264,4,66,6,83,Medium,98,Visual,5,No
S01660,41,Male,High School,Data Science,383,5,84,7,92,High,100,Kinesthetic,3,No
S01661,43,Female,Postgraduate,Python Basics,284,5,56,4,49,Medium,100,Reading/Writing,5,Yes
S01662,42,Female,Undergraduate,Machine Learning,294,4,63,7,79,High,100,Kinesthetic,5,No
S01663,49,Female,High School,Machine Learning,348,4,94,5,78,Low,100,Reading/Writing,5,Yes
S01664,22,Male,Undergraduate,Python Basics,510,3,60,5,70,Low,100,Reading/Writing,4,Yes
S01665,30,Male,High School,Data Science,388,1,65,3,94,Low,100,Auditory,5,Yes
S01666,44,Female,Undergraduate,Python Basics,291,2,54,5,95,Medium,100,Auditory,5,No
S01667,32,Male,Postgraduate,Python Basics,300,4,64,4,98,High,100,Auditory,5,No
S01668,16,Female,Postgraduate,Data Science,247,1,69,1,94,Medium,89,Auditory,5,No
S01669,27,Male,Postgraduate,Machine Learning,205,3,75,8,64,High,95,Auditory,5,No
S01670,18,Male,High School,Python Basics,244,5,71,8,84,Medium,100,Visual,3,No
S01671,40,Female,Undergraduate,Machine Learning,222,3,62,3,97,Low,100,Auditory,4,Yes
S01672,39,Female,High School,Machine Learning,365,3,67,4,43,Medium,100,Kinesthetic,5,Yes
S01673,44,Female,Postgraduate,Data Science,192,4,56,6,100,Medium,100,Reading/Writing,5,No
